COMPOUND,QC(I)1,QC(I)2,QC(I)3,QC(I)4,QC(I)5,QC(I)6,QC(I)7,QC(I)8,QC(I)9,QC(I)10,QC(I)11,QC(I)12,QC(I)13,QC(I)14,QC(I)15,QC(I)16,QC(I)17,QC(I)18,QC(I)19,QC(I)20,QC(I)21,QC(I)22,QC(I)23,QC(I)24,QC(I)25,QC(I)26,QC(I)27,QC(I)28,QC(I)29,QC(I)30,QC(S)1_Batch8,QC(S)2_Batch8,QC(S)3_Batch8,QC(S)4_Batch8,QC(S)5_Batch8,QC(S)6_Batch9,QC(S)7_Batch9,QC(S)8_Batch9,QC(S)9_Batch9,QC(S)10_Batch9,QC(S)11_Batch10,QC(S)12_Batch10,QC(S)13_Batch10,QC(S)14_Batch10,QC(S)15_Batch10,QC(S)16_Batch11,QC(S)17_Batch11,QC(S)18_Batch11,QC(S)19_Batch11,QC(S)20_Batch11,QC(S)21_Batch12,QC(S)22_Batch12,QC(S)23_Batch12,QC(S)24_Batch12,QC(S)25_Batch12,QC(S)26_Batch13,QC(S)27_Batch13,QC(S)28_Batch13,QC(S)29_Batch13,QC(S)30_Batch13
isoValerylcarnitine,3297854,3251567,3223969,3390397,3324138,3308080,3182739,3147101,3172976,3115558,3017802,3166044,3000579,3065435,2963051,2906151,2979045,3026218,3038512,2858606,2874727,2764075,2762179,2709515,2734518,2648094,2648366,2591232,2650763,2698509,3531546,3321638,3272449,3170748,3189406,3055168,3050714,3049536,3057412,2937518,2863646,2846964,2836597,2842722,2742476,2680659,2825806,2841376,2860375,2743695,2695392,2588591,2645219,2600612,2466636,2479696,2418908,2456810,2444091,2512900
Neopterin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycerophosphocholine,42709486,38345618,36417568,34704134,37379117,34565210,35767097,36929717,35970690,32749877,32820343,31686716,32325158,30545659,30798537,31490671,29439113,30952968,32086022,31729158,30787313,30712678,30648387,29749143,28594291,30137351,28256789,26139648,29535646,26982177,21433108,20012495,20329009,17400914,19109856,18927448,17615576,16611126,17101468,17359378,16703267,16292868,15868744,14915116,15065948,14003491,15334134,15122152,15880386,15177844,13412423,13673311,14130005,13523284,13748335,13752873,13505672,13606901,10980707,12344117
5-Methylcytidine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3617138,3567754,3382049,3286879,3305112,3233871,3145035,3185074,3072910,3046562,3129369,3094101,3043417,2988915,2979629,3071660,3076075,3017561,3097762,3129600,2979612,2844991,2842376,2902303,2942672,2831501,2880157,2806702,2916028,2790106
Phosphotyrosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Succinylcarnitine,377429,222621,181235,164617,148124,151767,128444,146348,155521,111920,101218,111826,126979,161939,109391,110872,128310,101578,112380,117138,123624,112732,122589,104268,116289,104572,114268,103590,112563,115112,354875,213255,196189,229036,194571,155972,173185,169124,173702,129026,138190,160955,149114,155798,141537,112343,130110,146504,164729,134911,128232,135888,154635,130870,140727,153457,125179,124143,130959,107578
Thiamine,20880,15528,14952,21612,17654,18028,17713,17016,14271,23610,20697,18626,14274,30533,15264,22109,20850,13702,19389,23629,26820,20004,22129,18029,16551,31495,19447,15243,27722,17905,741845,752842,797920,762030,751111,811171,797957,841443,866556,809269,894739,826013,872716,776126,810725,835399,888484,798438,905874,864405,877650,786560,884510,879117,839439,791906,830553,824966,801940,859812
"2,3-Diphosphoglyceric Acid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deoxyguanosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170799,152675,135763,132688,131883,117625,124883,108240,118778,105938,104187,96616,106823,101560,97785,95888,93439,97576,91239,94610,95584,85297,92057,88072,94964,95954,92830,91051,80275,84296
Inosine,85819,64874,51143,43917,35650,35765,28943,26930,20124,23546,22777,24352,18814,13121,16021,16957,15631,12346,14588,11347,7838,11961,10446,11803,9798,16480,11929,11882,13422,9383,1584674,1274270,1190381,1156384,1091018,1061868,989752,995906,918644,915037,907556,894543,880152,865087,839402,833333,786907,806668,802078,791803,755158,751899,736695,743363,702198,717071,689865,749477,676227,690238
Glutarylcarnitine,792888,677949,624181,560455,633097,599796,535046,471037,470815,522171,463051,512127,397966,498028,406928,430607,370449,431473,409826,310033,374288,366979,414280,349333,359228,314194,330940,278811,274273,278528,503115,519515,537385,428832,452783,458202,448486,329990,395828,378713,385446,342020,345830,344264,338705,266206,337376,292504,335816,317483,269085,307346,271992,281112,271136,245081,289640,246948,226959,237087
1-Methyladenosine,324195,301212,298904,246022,277199,289495,277857,309493,249717,250800,273901,242021,242171,213088,222810,223422,222278,218275,197036,227728,232307,190953,208620,210404,190885,204156,231681,212501,175968,176329,204817,150582,168378,143289,154964,142737,149862,135274,124613,135120,116821,112277,130696,134014,121193,126161,126106,111388,107796,99686,119572,92761,119626,100620,97192,114810,94519,103719,113284,103606
6-Methyladenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guanosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62311,37705,32742,58805,45113,46419,45415,63398,47333,53180,49263,45076,36785,45320,36189,45044,34998,43723,46508,36946,36607,27673,44704,40017,37087,39868,38599,36266,37889,46451
Retinal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argininosuccinate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5-Methylthioadenosine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"N2,N2-Dimethylguanosine",215190,180301,185557,188193,189207,177509,178019,163452,161775,161146,146733,160238,155278,153012,146883,145720,156729,161353,148778,148737,149431,134945,144618,147365,132621,138260,137637,127328,133187,131307,621074,526027,505560,508445,498747,522282,479743,478661,451869,449859,446048,416574,411359,442602,417352,412438,443937,425560,426139,428331,425065,419032,405284,405306,394495,418817,383336,386501,400309,399207
UMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cAMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Riboflavin,144741,129745,110814,124233,113825,93476,100835,96550,108027,96132,104925,101694,106929,104317,99399,102411,98243,97812,90063,97900,110669,99100,88928,100778,82858,81129,90954,84862,84897,85441,867950,697763,711185,681181,656562,654634,623759,578502,580030,631769,658168,629107,621178,641028,595153,674791,653825,584999,606649,606079,595732,593266,611024,596077,543612,559645,560173,494291,549678,613656
SAH,36867,41720,42135,39170,41722,42412,39305,39337,34772,26858,38544,26768,48165,33941,31524,34775,42178,35099,34599,28235,34981,36322,41262,32194,25682,29554,24308,37172,40646,33762,31996,23465,29029,25013,20165,29155,31238,17024,19105,18819,16411,26176,18404,25400,22674,11238,13881,18102,20118,19463,22898,14838,23512,18387,20323,21350,16225,23819,15989,25319
Cholecalciferol,72852,72255,71851,74914,73269,75267,71303,72372,74884,71542,66683,68943,64877,65444,65982,72564,68476,70923,60998,57172,61631,62367,64768,61881,68746,64974,59907,58586,62286,63568,31265,31676,27712,29333,29458,28604,29589,30300,28695,28877,24523,29410,26535,29493,23986,29153,26937,26639,27944,28094,25878,24848,29271,27350,28464,28548,26649,26052,26471,24994
Ergocalciferol,N/A,16152,N/A,N/A,N/A,16524,N/A,N/A,N/A,16065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16623,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
S-Adenosylmethionine (SAM),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CDP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thiamine pyrophosphate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Folic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vitamin K1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Biliverdin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Methylcobalamin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cyanocobalamin (Vitamin B12),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NADPH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thyroxine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAD,31972,24809,19347,32308,18978,20065,36375,21068,32982,25843,28557,26823,27209,38075,32625,32643,40096,33996,26186,18695,22439,28194,20402,32252,24401,20077,15968,23114,19718,20436,104275,76877,133355,117009,116013,108891,100672,97964,132318,107442,116989,95603,100688,106331,101720,96952,91178,107481,112948,102703,96220,110881,90175,119399,90466,107080,105074,119735,97246,103729
Adenosylcobalamin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ubiquinol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Malondialdehyde,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycolic acid,27279,23776,27314,29347,30056,25593,22399,28037,24845,24706,24533,25588,29600,24555,32474,23164,26658,26087,23478,32107,26716,26480,22674,27562,24944,26809,28890,31145,26684,29079,19515,18208,21828,22359,23409,21657,19970,24585,22253,20175,23041,21115,26602,21705,23691,23051,23028,25712,26180,24453,22032,24532,27115,26870,28602,20368,23716,25832,26667,26444
Pyruvate,78532,69651,74637,84777,72970,78553,80681,74828,67299,70646,74944,65916,77871,70696,76297,77805,67479,76049,81848,75792,70432,70110,77895,70494,84433,73394,69895,77601,80170,74225,453080,453898,503116,474398,507190,469837,453325,479677,466015,455267,452518,497240,464570,478476,475927,506151,475448,471204,462836,477138,494663,453859,470345,445492,474562,513214,465479,484673,457857,475558
Lactate,58229482,59241054,58783360,62197270,64170444,64029167,65366398,64627864,64113129,64318169,64277604,65618759,64239989,64517443,64792210,65650236,65923827,65861469,65304637,63662520,63504266,64611836,65134551,64774381,65330205,64654441,66421399,65743339,63139142,63467505,43880610,45716196,46192013,47311537,49606364,49700242,49976596,49377581,49681371,47428697,50635245,50514920,49990819,49246139,50335240,50230074,50391325,48994033,50189751,47507976,49129006,49998223,49098432,49102476,50890467,49922209,49655174,50767743,49642018,49320004
Glyceraldehyde,906129,917107,771042,836291,793779,795975,813341,815873,827911,807968,828875,790132,799492,718997,799796,753964,706074,750968,739596,631144,682930,682378,652436,648629,697942,626832,603252,645148,539859,359711,741298,848805,710105,733656,739314,836982,760842,765168,778014,692899,688704,720539,681187,736787,693015,658802,625659,682685,585071,577713,618277,569425,596621,524046,594165,631580,547301,635385,516376,555931
3-Hydroxypropionic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2-Oxobutyrate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gamma-Aminobutyrate,117522,126470,135088,123112,127298,123938,114946,124755,119586,121344,128113,125471,118461,123425,124442,124799,123615,129138,121045,127806,121937,117951,116671,119525,108963,119088,125240,117254,121999,121759,16206,16800,16960,14491,17834,16203,15151,14716,14974,16392,18012,16037,15025,16196,16600,14873,15566,16693,14702,14948,16140,16082,14758,14533,16863,14315,14254,16219,16287,14748
Malonic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3HBA,18334136,18786610,19681932,19834825,20607260,20120946,20355336,20347077,20191733,19866425,20106495,20449082,20476388,20428318,20782744,20585440,20521022,20738118,20549656,20232403,19829858,20131781,20074969,20577907,20082071,19728774,20325417,20615165,20191299,20112732,2887219,3033932,3151982,3312325,3385405,3348034,3412948,3324725,3334810,3315331,3372397,3315751,3595554,3448970,3394590,3356993,3473678,3367997,3496159,3461640,3402749,3449670,3390575,3451864,3366901,3421327,3485570,3532366,3443590,3468757
2-Hydroxyisobutyrate/2-Hydroxybutyrate,11296554,11571347,11679846,12189344,12434274,12231553,12446549,12255088,12021042,12104681,11997327,12196778,12038888,12146330,12103495,11937978,12027117,11906571,12131615,11776976,11568287,11786107,11800810,11947669,11877715,11800290,11887436,12030453,11757209,11840236,7639201,7882522,8056815,8371918,8364015,8419635,8441065,8420404,8219529,8170470,8315068,8237664,8151695,8132279,8124356,8070182,8208035,8076342,8277786,8059605,8076883,8077263,8116714,8028628,8016256,8125622,8006574,8209349,7977965,7930006
Glycerate,884408,812180,795888,848492,872457,864325,811523,805494,806080,802433,799343,770456,756165,757710,738048,750035,770367,718700,684649,685157,674822,684028,679419,687817,696446,681902,659162,663705,687613,679290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uracil,51350,45822,48979,54932,52114,55325,52005,55245,57291,48849,55091,47787,57930,56981,55004,49757,52234,51319,60179,52370,51088,55741,55326,56586,50553,50350,55148,61839,51852,60963,108447,109350,111636,121552,109467,114073,124656,109651,119373,116696,104241,118329,111060,114969,118439,121995,122775,115861,118896,124904,123129,123984,126359,121924,121113,129064,128531,133664,136215,122742
Fumaric Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maleic Acid,114676,124802,123284,123056,105108,102994,120174,112934,100817,106828,101971,102900,101218,106926,109296,104318,108319,103054,96088,97059,91975,89989,98487,103790,89195,88152,94968,101343,89489,88091,115022,111341,117412,101452,118792,98947,114381,104094,104888,98742,102460,108910,99109,99409,101734,100417,94484,97893,86293,92569,94062,92654,86932,98835,99110,83180,95674,88459,83217,95083
N-AcetylGlycine,384077,373589,372171,372932,387523,355435,367267,376703,381483,385779,386523,379903,365100,375113,397554,393458,383898,375884,381512,384127,368502,391476,367326,373828,382097,371394,389152,376791,378882,386286,69155,70035,73451,70097,72206,70843,66386,62398,69817,67213,73168,68731,69028,73033,68265,70749,67882,68484,73899,68292,70440,79106,70804,73611,72621,69053,75665,78363,71627,76690
