COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320
Cystathionine,HMDB00099,C02291,1104520,427774,243460,358375,393172,411323,154055,154769,632633,323913,398403,270695,303208,165810,612626,355594,490127,181335,526201,301861,243204,197371,365981,248010,265376,285742,390786,486887,265256,204419,310289,278097,296420,248826,365408,545051,486428,545574,768827,495602,280365,612921,223659,138499,151080,348006,273950,323299,376342,399893,500942,222860,448500,434053,192516,136860,269443,299102,233434,337114,489559,371040,568341,276756,172527,236706,435122,288663,475489,211414,296302,201553,600485,178297,419220,174593,200663,171940,252908,313493,348803,104133,435351,276190,235274,366454,278078,340710,321265,350348,200630,288988,646429,508356,232567,194302,312995,270145,359710,233390,371748,195893,408892,336898,519553,145347,172982,951131,385754,421408,300442,204605,534234,302408,118069,762859,325235,308080,342275,258350,168779,394983,269496,375215,288228,549850,448695,225879,163527,338669,270054,172192,214277,531425,657975,476021,335572,296797,223044,1114072,184095,452661,377468,267353,344427,278061,155562,204704,582286,717106,411694,285354,269971,388159,387899,131813,288032,290509,263865,353722,201169,174375,315831,446857,448762,534283,476438,286726,405526,501303,646534,280066,215493,634689,497996,999815,453427,100913,121530,215692,1146951,257064,159412,217858,726548,250037,929687,583089,146164,704064,122308,838482,445926,495450,308127,671724,597013,407798,272103,527988,310592,592257,459445,497136,197952,908736,159108,569772,407025,426060,630100,217209,615168,927660,570613,206806,361877,182329,740132,117186,380147,548840,361167,589594,174448,454832,444226,878608,441218,284932,385090,372267,368253,612024,420329,376565,134779,361886,297170,478963,443612,299464,298182,681718,823244,338240,192918,549144,837495,409003,463758,436814,791323,1005428,418733,814356,582780,524894,295513,929859,310595,171689,329809,322638,616415,510279,834707,1184650,612517,627939,420153,630000,240250,236690,218205,500688,713666,313482,310295,291085,174168,189834,165150,330016,406607,286583,506862,326458,288413,470757,378988,359063,630340,751498,405841,95936,417405,666304,643078,425598,501952,627782,230044,221940,114282,402131,342605,295270,203664,178785,514744,451212,156421,347559,179934,127231,345661,512278,112639,342759
N-Ac-Tyrosine,HMDB00866,C01657,55705,161559,47741,104729,54625,65876,60714,51010,72213,68394,74361,49098,66882,29441,51742,122064,67200,98712,124152,63236,56016,54373,77810,151014,53511,65761,55082,142192,69902,58801,139579,85181,104327,52389,75504,61321,88216,59876,132258,76357,56300,52195,57152,54979,80420,87344,60939,60290,62941,148908,50755,44557,98545,85640,90263,44901,51964,131892,46966,76367,59534,74103,212862,120769,39930,128688,57798,49171,134274,65749,105754,67577,39500,25806,29828,71575,85895,263597,34173,54660,49914,63960,67900,27980,129902,90565,124096,72319,62292,105020,83986,41820,87923,37450,109770,76330,100674,42023,184848,86946,100858,49647,110962,42447,43761,61925,104436,186168,82999,70807,95882,47113,50677,75199,75447,284579,84649,77366,79213,34424,50112,65791,81356,82238,54747,57457,73202,80786,99356,122522,32828,72943,76998,70397,82717,69634,91801,46471,24420,56498,115563,128581,123783,38916,81196,47111,121611,41920,75841,134970,45417,81311,73928,76297,21670,55390,78992,47157,129777,47729,25122,39714,198829,107962,206611,54556,52208,88869,48348,121107,74438,71852,89086,66227,153385,53917,31533,66505,100917,55906,122322,56926,64558,68172,53876,536647,99938,91269,124487,108215,45218,94005,73251,80936,114782,115179,84295,68885,77991,128546,122842,76996,38998,85974,54656,117931,55474,81285,83459,92358,87822,64672,136228,159408,101100,57757,102907,61097,55414,128351,45586,128545,63671,121981,52077,71880,87288,92932,82512,94878,57726,70190,74691,70967,66132,104821,101165,85426,91791,92178,79827,89902,69210,143897,62061,80859,105565,59603,122819,63534,60798,145382,99214,123138,52742,78198,47020,53246,65392,111009,64349,30649,95307,73741,52597,48897,84889,100954,93419,80468,29291,124998,77877,48830,67317,60718,65865,40591,132930,45606,57261,56762,87704,40140,78007,66200,78152,51003,95518,81414,68513,56525,76608,99055,73640,52515,72588,134554,77477,100816,57680,107102,112414,49026,63553,55271,103917,86215,60719,79262,80496,59895,39155,83442,47153,90232,63667,45048,101306,156370
Myristic Acid,HMDB0000806,C06424,57822,20305,72493,119961,44385,27472,10804,40983,13933,23288,57749,30436,9946,35976,33030,25146,15453,20528,30121,10395,70129,34464,22088,27478,21468,45890,74829,12996,30264,22604,12109,25061,8961,30493,23064,40404,20098,31753,28628,33672,42624,19451,32863,32571,34370,35327,36141,33642,28882,25987,13360,13911,33395,14475,12955,9417,53134,26965,29755,41993,34966,17418,38187,29808,55402,29444,25314,25332,13413,16174,37142,69116,44780,25492,45039,91115,20006,19802,46804,15992,28975,12740,21753,49852,36402,34273,21801,18738,21458,24806,19345,32322,32463,20331,36111,25642,32874,13412,29012,43649,20903,66830,20070,20718,18703,32730,41528,17108,28297,52832,30297,28987,46064,49390,59705,21403,20754,32882,21423,112885,34828,59946,23944,28291,41198,34690,9601,84693,15636,32858,28233,16182,34230,19732,32805,21185,87589,49417,19849,23281,19638,20328,25034,25689,53457,54161,19803,28718,21662,17843,28115,14361,21126,76578,54059,41254,200672,18423,18711,34839,66710,140760,9328,21473,74425,37155,40175,43840,33576,34539,37527,22652,47306,23615,46108,87852,45465,29127,38041,33640,14769,54432,59040,51378,19180,35803,17665,70637,63984,42201,58044,17520,26985,22367,21335,27191,10613,14398,22806,17066,31974,31863,27657,17299,77657,17825,53669,20138,25651,34666,71409,23952,38122,14462,42391,55440,20937,40764,18594,27867,30013,24604,27033,25347,30806,44897,31384,50713,37310,34588,28621,41199,32089,8926,16600,25037,17348,16644,46028,16920,18335,69640,42931,13726,63216,30525,57608,26444,12536,10825,46806,22112,23474,18203,53632,20086,49175,51611,16209,25478,26851,97221,23494,12420,45260,24387,23734,33730,16371,33434,39647,29404,54435,20617,13720,20855,17489,45021,18293,45201,49982,36279,56128,49528,21672,57502,9239,61415,36612,12934,32276,39313,34308,51431,27316,51557,29587,30298,16192,26136,14333,14398,38979,67246,28646,57654,16835,28051,26528,45735,20233,37001,38331,14616,32406,21922,12630,32589,21247,33553
Ribose-5-P,HMDB01548,C00117,40671,24663,N/A,N/A,42004,43362,19980,28177,N/A,16099,15099,42816,14784,60394,24741,40100,16903,N/A,28147,N/A,N/A,13926,62353,32382,N/A,N/A,23625,21152,N/A,179999,75115,21566,19714,N/A,N/A,19475,31762,72801,15933,91160,66094,12336,11278,91598,15478,9033,15248,28005,8837,N/A,N/A,N/A,N/A,153487,101412,17449,N/A,14383,37191,10392,N/A,95172,N/A,19981,N/A,18939,15829,11811,27245,N/A,N/A,55224,N/A,N/A,N/A,15434,53108,16035,N/A,N/A,N/A,15602,N/A,N/A,26262,30052,28917,32981,16357,N/A,N/A,N/A,207991,19874,32023,12661,N/A,75307,25050,N/A,N/A,N/A,53332,57817,144273,9814,N/A,45474,50786,18135,N/A,16655,8962,N/A,26127,N/A,9098,75519,11533,14176,N/A,79490,N/A,N/A,N/A,126464,N/A,N/A,N/A,N/A,23084,N/A,20198,119658,11279,66574,23974,12532,N/A,44549,N/A,22112,85841,271626,74999,13017,15250,N/A,41653,112928,11177,73362,N/A,18156,104240,17309,N/A,N/A,9211,N/A,533582,N/A,72698,95514,19635,N/A,56829,11563,N/A,29036,47804,12806,12510,60774,12400,N/A,N/A,21209,N/A,23709,N/A,43615,31621,39794,16502,81944,N/A,44362,N/A,86270,39657,7017,N/A,43633,14071,83501,46156,14802,80249,8777,54200,N/A,30303,27401,62240,N/A,N/A,24608,21459,98685,N/A,N/A,24065,35638,13245,9644,34429,N/A,100059,N/A,11909,33271,N/A,33987,104111,N/A,11801,N/A,26286,17010,N/A,31155,10182,12681,18591,117930,52598,N/A,17678,79897,92330,80257,49678,19855,102374,27214,N/A,38676,13555,38511,44733,37664,N/A,N/A,N/A,23190,33107,26968,58966,16430,N/A,41532,314787,N/A,30892,39814,30800,174176,55986,37419,85588,46507,N/A,N/A,33793,112157,18178,31954,N/A,57349,N/A,55498,24198,N/A,81249,N/A,N/A,N/A,92915,13999,N/A,9044,N/A,18464,N/A,128048,12773,14071,160757,N/A,273753,233778,N/A,58702,149788,164559,48187,N/A,40892,N/A,N/A,20762,26938,9400,58635,N/A,70690,N/A,12261,66887
Ribulose 5-Phosphate,HMDB00618,C00199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melatonin,HMDB01389,C01598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tetrahydrobiopterin,HMDB00027,C00272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thymidine,HMDB00273,C00214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pseudouridine,HMDB00767,C02067,1993270,2497806,2418819,2126647,2198140,2391947,2603642,2110385,1859841,1569322,2205956,2905133,2193302,1851439,2006871,2849330,2816204,2018591,2724199,1753597,2091643,1840219,2197201,2602236,1726880,2279996,2062819,2699878,2547199,1972793,2281055,2801189,1919730,2502084,2243722,2435170,2476593,2624970,2972408,2439956,2231320,2940193,2576790,2568770,2688270,2742936,2417807,1948390,1873784,4615711,2525156,2362806,2217375,2479602,1912811,1948864,2349139,1814573,2243936,2364649,2069321,2575377,2295318,2070569,1714700,2575842,1841455,2547864,6393396,1950277,2161881,2173325,2154372,2230767,2626538,2710507,2282473,2463267,2343020,2355661,2305418,1711945,2638292,2662427,2742718,2375479,2629450,1985644,2210937,2083828,2219802,2367479,2944930,2629266,2135669,2040675,2263163,1551289,1859118,2000142,2650623,2093809,2350098,1846382,2141092,1921988,2169690,3791041,2014258,2536764,2001830,1994622,2540706,2186341,1938263,5274050,2500855,2439525,2201905,2101597,1541446,1894003,2093121,1852347,2043507,2034637,2873014,2648636,1946722,2952155,1970891,1848380,1968436,2477516,1944101,2762181,2295797,2175291,1648229,1974312,1574679,2044290,2376652,2059855,2189025,2032856,1430506,1945109,2336112,2239778,2235625,2163452,1868469,2505506,1824790,1921819,2108905,2210438,2200881,1946217,2087451,2096721,2923441,1966856,1811523,2332042,2030886,1611063,1933028,2586528,2200571,2365304,1605436,2426217,1825040,2461025,1948805,1824821,2333673,1668688,3427678,1990458,1764642,1892294,2417902,1805114,2025726,2750153,2107218,1943604,2050808,2193227,2203782,1947955,1960826,1863280,2369266,1679912,1822502,1740639,2540494,2844502,2348815,1818473,2506061,2111035,2136224,2444852,2227960,2189804,2326521,2215228,2239769,3227822,2909882,2836320,2102841,2071453,2179480,1812775,2010041,2589178,1995797,2537549,1976711,1864465,1984091,3221612,3038085,3023661,2197514,2355799,1911667,2157181,2091712,2969415,1730647,1953042,1581312,2281436,2151903,2163425,2296528,5683396,2240154,1880607,1752412,1996851,2231541,2287564,2301180,2141346,2822462,2313552,2614869,1857206,1630402,2650536,2133644,1912302,1804868,1807531,1911569,1846694,2005668,2015291,1990185,1998888,2202618,2115131,2016065,2879156,2110821,1410818,1484842,2851723,2129829,1684893,2257172,1500390,2057091,1974058,2196044,1685021,2222193,2512293,2414912,2025877,1626475,2912897,2429938,2323787,2783083,2170524,2153957,2036098,2000838,3170598,2644753,2003408,1663548,2040536,2007830,2592650,2024970,1884585,2298156,1851816,1725567,2380066,2118304,2240765,2079365,2151700,2142474,1885379,1747221,2323967,1739621,2564708
Biotin,HMDB00030,C00120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Tryptophan,HMDB13713,N/A,101858,294052,102050,149582,117483,173022,269574,199047,185106,206064,89755,195247,179459,182677,164629,263964,296780,289110,252442,297234,125845,110816,192861,520222,184356,216237,104429,407114,380980,114687,275554,262213,339805,184690,190845,173947,264892,109670,256427,188878,104203,193689,93151,123359,250549,140228,248220,196699,244175,300620,143884,175390,314756,301403,177429,170910,74278,422709,152983,221058,126318,144501,251381,279642,46877,286203,241026,138583,395459,151357,143248,144654,71905,128087,26545,150561,239976,229988,70154,181468,132673,178761,226299,33231,285558,129021,283425,242558,172586,282064,258363,139051,222463,148303,197929,220757,269408,210534,273621,175698,346511,138931,306565,140086,132029,194230,248194,431857,183538,178297,312311,99651,161030,165973,129126,831710,232192,203872,150047,90471,154899,109806,198874,229937,109190,148839,324747,248638,222548,390388,173956,172894,180032,260816,228838,196997,182690,92618,82398,164542,445612,264006,241723,99228,135469,115015,240063,130404,196369,410691,70544,209521,341049,135436,60384,186112,89769,122365,290474,97670,43782,28924,235280,273992,171065,117841,90375,214453,141582,207384,246798,183972,181567,149231,367523,124366,75428,177847,106507,159598,952278,107951,107791,134259,189862,153325,247577,134375,222455,313292,83352,205768,135538,227176,193663,404957,210909,284431,207574,275275,189800,230068,130183,350871,182016,288197,205641,186244,327356,148760,193975,212031,602706,384394,303004,67661,297107,167714,135810,178055,142608,320465,208864,424307,158323,212709,253520,129630,240522,133208,142351,86834,182469,178014,168668,257792,234954,293332,139124,259463,194614,109889,165058,785021,110473,262456,310819,188283,273587,253474,148123,218174,276688,317681,148281,222059,97728,60772,306857,173425,188957,80756,300671,306996,105657,156683,184410,175123,207814,196384,105288,336441,195168,230485,213302,116454,137478,69484,481957,96078,129821,181937,132325,125456,140751,128698,296291,171089,167723,220550,135095,166886,237260,292045,339267,110192,176368,445426,199369,178322,127904,222252,204756,90574,220349,111067,341766,157633,201171,183601,211262,148862,110388,205858,95945,219997,218446,109383,240886,241178
